nomina,experiencia,disciplina,empatia,liderazgo,seguridad,habilidad_tecnologica,habilidad_pedagogica,vocacion,relaciones_inter,curiosidad,paciencia,normal_D,normal_I,normal_S,normal_C,motivacion_D,motivacion_I,motivacion_S,motivacion_C,presion_D,presion_I,presion_S,presion_C,Decision
800472,medio,alto,medio_alto,medio,bajo,alto,medio,medio,medio_bajo,medio,medio_alto,30,30,64,70,21,85,37,40,34,16,15,29,No
800473,medio_bajo,bajo,alto,medio_alto,medio_bajo,alto,alto,medio_alto,medio_bajo,medio_alto,alto,35,30,70,70,15,53,41,37,23,34,88,85,No
800474,medio,alto,medio_alto,medio,bajo,medio_alto,medio_alto,bajo,medio,medio,medio,36,44,50,52,42,65,15,20,35,80,52,28,No
800475,medio_alto,alto,medio,medio,medio_alto,medio_alto,medio_bajo,medio,medio,medio_alto,alto,54,70,30,42,15,15,56,46,28,83,8,52,No
800476,medio,medio_bajo,alto,medio_bajo,medio_bajo,medio_bajo,alto,alto,medio,medio_alto,medio_bajo,41,30,30,70,44,85,15,15,85,83,12,84,No
800477,medio_bajo,medio,medio,alto,medio_alto,medio,medio,medio,medio_bajo,medio_bajo,medio_bajo,30,30,30,68,33,20,71,43,15,15,22,85,No
800478,medio,medio_bajo,alto,bajo,medio,medio_alto,bajo,bajo,bajo,alto,medio,64,30,30,46,54,85,15,47,62,15,23,62,No
800479,alto,medio,medio_bajo,medio,medio_bajo,bajo,bajo,alto,medio_alto,medio,medio_bajo,65,51,30,70,52,46,55,46,75,15,84,85,No
800480,medio_alto,medio,alto,medio_alto,medio,alto,medio,bajo,medio_bajo,alto,alto,47,30,30,70,18,38,15,15,85,54,6,29,No
800481,medio_alto,medio_alto,alto,bajo,medio_bajo,alto,medio_bajo,medio_alto,medio_bajo,medio_alto,bajo,68,70,70,30,15,54,56,34,16,41,44,15,No
800482,alto,bajo,bajo,medio,medio_bajo,medio_bajo,medio,alto,alto,alto,bajo,70,69,30,30,41,63,85,15,15,32,87,85,No
800483,medio,bajo,medio,medio_bajo,medio_alto,medio,alto,medio_alto,bajo,alto,medio_alto,70,43,48,70,73,85,58,15,75,58,13,15,No
800484,medio,medio_bajo,medio_bajo,medio_bajo,alto,alto,medio_alto,medio_alto,medio,alto,medio_alto,70,70,50,70,43,15,39,15,15,85,29,32,No
800485,alto,medio_alto,alto,medio_alto,alto,medio_alto,medio_bajo,medio_alto,medio_bajo,alto,medio,46,35,70,30,85,85,80,17,27,85,97,25,No
800486,bajo,medio_bajo,medio_bajo,medio_bajo,bajo,bajo,medio_alto,alto,medio_alto,bajo,medio,70,70,70,30,85,27,85,85,85,30,91,79,No
800487,medio_alto,medio_alto,alto,medio_alto,medio_alto,medio,medio_bajo,medio_alto,alto,medio_bajo,medio_bajo,70,30,70,49,85,60,22,85,15,15,39,60,No
800488,medio_alto,bajo,alto,medio,medio,medio,medio_bajo,medio_bajo,bajo,bajo,medio,30,70,30,70,18,15,64,47,15,53,7,32,No
800489,medio,medio_bajo,medio,medio_bajo,medio,alto,medio_bajo,alto,bajo,medio_alto,medio,64,30,57,30,85,15,85,69,56,28,93,45,Yes
800490,medio,medio,medio,medio,alto,bajo,alto,alto,bajo,medio_bajo,medio,70,30,30,30,41,18,85,15,75,85,90,85,No
800491,bajo,alto,medio_bajo,medio,alto,bajo,medio,bajo,alto,bajo,bajo,46,69,46,70,42,61,15,85,15,81,99,22,No
800492,medio_alto,medio_alto,alto,bajo,medio_alto,bajo,medio_alto,bajo,medio,bajo,medio_bajo,30,68,53,70,42,85,36,44,28,15,93,78,No
800493,bajo,medio_alto,medio_alto,medio_alto,medio_bajo,medio_bajo,medio,bajo,medio_alto,medio_bajo,medio_bajo,70,30,61,30,75,34,48,49,44,77,97,27,No
800494,alto,medio,medio_bajo,alto,medio_alto,alto,medio_alto,alto,alto,bajo,medio_alto,58,47,70,70,20,64,36,67,40,50,47,85,No
800495,medio,medio_alto,medio_bajo,medio_bajo,alto,medio_alto,alto,bajo,alto,alto,alto,70,70,30,30,33,15,15,41,68,20,42,15,Yes
800496,medio_bajo,bajo,alto,medio,medio,medio_bajo,alto,medio_alto,medio_alto,medio,medio_bajo,30,30,70,70,66,15,27,67,15,85,21,15,No
800497,bajo,bajo,medio,bajo,bajo,medio,medio_bajo,medio,medio_bajo,medio_bajo,medio,67,70,30,30,36,15,25,68,85,85,52,85,No
800498,alto,medio_bajo,medio_alto,medio_bajo,bajo,medio,medio,medio_alto,medio_bajo,bajo,medio,30,51,70,30,63,66,18,39,63,52,39,15,No
800499,medio,medio_alto,alto,bajo,bajo,alto,alto,bajo,medio,medio,medio_bajo,70,43,30,59,80,54,69,47,38,15,35,85,No
800500,medio_bajo,medio,alto,medio,alto,medio_bajo,medio_bajo,medio_bajo,medio,bajo,alto,42,70,70,52,41,29,30,39,41,85,55,35,No
800501,medio_bajo,medio_alto,alto,alto,bajo,medio_alto,medio_bajo,alto,medio,medio,bajo,69,66,43,59,85,53,15,85,85,85,96,85,No
800502,medio_bajo,medio_bajo,bajo,medio,alto,bajo,alto,medio_alto,medio_bajo,medio_bajo,medio,70,70,30,51,54,63,25,71,15,25,93,60,No
800503,medio_alto,medio_bajo,medio,medio_alto,medio_alto,medio,medio,medio_bajo,bajo,medio_bajo,bajo,70,70,70,70,16,79,68,15,37,54,24,34,No
800504,medio,medio_bajo,alto,bajo,medio,medio_bajo,medio_bajo,alto,medio,alto,medio,30,53,70,30,83,76,85,53,85,85,57,41,No
800505,medio,alto,alto,alto,bajo,medio,bajo,bajo,medio_alto,medio_alto,bajo,48,62,30,70,15,15,15,15,51,55,4,65,No
800506,medio_bajo,medio_alto,medio_alto,alto,alto,alto,medio,medio,medio_alto,medio,medio_alto,30,30,37,70,15,19,32,15,15,69,66,16,No
800507,alto,medio_bajo,bajo,alto,medio_alto,medio_alto,medio_bajo,alto,bajo,bajo,medio_alto,64,70,47,37,85,40,83,69,85,15,46,67,No
800508,medio,medio_bajo,medio,alto,alto,medio_alto,medio_alto,medio_alto,medio_alto,medio,bajo,30,30,70,70,15,54,73,29,49,58,32,79,No
800509,medio_alto,medio_bajo,medio_bajo,medio_alto,alto,medio_alto,alto,medio_bajo,medio_bajo,medio,medio_bajo,39,53,30,40,35,15,72,85,85,32,33,31,No
800510,medio,medio,bajo,medio_alto,medio_alto,alto,alto,bajo,alto,medio_alto,alto,70,30,53,30,62,79,80,15,85,22,92,20,No
800511,medio,medio,medio_bajo,medio_bajo,medio_alto,medio_bajo,medio,medio_bajo,medio_bajo,bajo,medio_alto,57,30,55,67,85,77,85,15,43,40,2,59,No
800512,medio_alto,alto,alto,medio_alto,bajo,medio_alto,bajo,medio_bajo,medio_bajo,medio_bajo,bajo,30,38,70,30,85,37,72,15,55,85,44,15,No
800513,medio,medio,alto,medio_bajo,bajo,medio,medio_alto,alto,bajo,medio,alto,70,30,66,70,56,63,15,15,85,37,39,68,No
800514,medio,medio,medio,medio,medio,alto,medio_bajo,medio_bajo,medio,bajo,medio_bajo,70,70,30,70,43,27,29,36,19,76,22,45,No
800515,medio_bajo,medio_alto,medio_alto,medio_bajo,bajo,medio_bajo,medio,alto,bajo,medio_bajo,bajo,30,35,42,41,85,85,78,85,55,85,52,25,No
800516,medio_alto,medio_alto,medio,bajo,bajo,alto,medio,medio_bajo,alto,medio_bajo,alto,30,70,56,52,50,25,85,15,15,85,33,15,No
800517,medio,alto,medio,alto,medio_alto,alto,medio,medio_bajo,medio,alto,medio,30,30,41,70,37,15,70,37,49,75,94,66,No
800518,medio,bajo,medio,bajo,bajo,bajo,medio,medio_alto,alto,alto,medio,70,30,30,58,61,62,58,33,44,21,69,85,No
800519,medio_bajo,medio,medio,medio,bajo,medio,medio,bajo,bajo,bajo,medio,70,55,30,70,49,85,85,85,15,53,8,15,No
800520,bajo,bajo,bajo,medio_alto,alto,medio_alto,alto,alto,bajo,medio,bajo,30,30,30,56,33,15,55,78,85,68,80,15,No
800521,alto,medio_bajo,medio_alto,medio_alto,bajo,medio_alto,alto,medio_alto,medio,medio_bajo,medio_bajo,70,30,56,30,85,65,15,15,39,85,5,15,No
800522,medio,medio_bajo,alto,medio,alto,medio_bajo,medio_bajo,medio,medio_alto,bajo,alto,30,70,39,39,84,85,15,85,63,61,19,15,No
800523,medio_bajo,medio,bajo,bajo,medio_alto,bajo,alto,medio_bajo,alto,alto,bajo,70,70,51,30,64,69,42,22,62,82,72,17,No
800524,medio_alto,medio_alto,medio,alto,medio,medio,alto,bajo,alto,medio_alto,medio_bajo,30,70,30,70,67,64,50,79,59,15,36,79,No
800525,medio_alto,medio_alto,medio_alto,bajo,bajo,medio_alto,medio,medio,medio,medio_bajo,alto,70,30,70,68,31,17,48,15,69,62,56,37,Yes
800526,medio,medio,medio_bajo,bajo,medio,alto,medio,medio_bajo,medio_bajo,medio,medio_alto,59,30,35,66,66,23,64,18,82,85,99,15,No
800527,bajo,alto,medio_bajo,medio_bajo,medio_alto,medio,bajo,bajo,medio_bajo,bajo,medio,65,31,70,30,16,46,32,69,16,15,98,32,No
800528,medio,medio_alto,medio_alto,medio_bajo,bajo,medio_bajo,bajo,medio_alto,alto,medio,bajo,47,30,70,41,15,59,85,19,45,47,73,85,No
800529,alto,alto,medio,medio_bajo,bajo,medio_bajo,alto,alto,bajo,alto,medio_alto,70,70,67,68,25,22,85,15,53,16,71,85,No
800530,medio,medio_alto,medio,alto,bajo,medio_alto,medio,medio,medio_bajo,medio,medio_bajo,38,30,70,30,51,39,57,77,21,82,12,65,No
800531,alto,bajo,bajo,alto,medio,alto,bajo,medio_alto,medio_alto,alto,medio_bajo,70,36,69,65,33,31,85,85,15,35,89,77,No
800532,medio,medio_bajo,alto,medio_bajo,medio_alto,alto,medio_bajo,medio,medio_alto,medio_alto,bajo,70,30,30,50,32,15,50,46,51,85,8,85,No
800533,medio,medio_alto,medio_alto,bajo,medio_alto,alto,medio_alto,alto,medio_bajo,medio_alto,alto,66,46,67,65,55,82,85,85,69,66,84,66,No
800534,medio_bajo,medio_alto,medio,medio_alto,medio_alto,medio,medio_alto,bajo,medio_bajo,alto,medio,70,30,30,30,15,52,33,85,82,26,75,85,No
800535,medio_bajo,alto,medio_bajo,medio,medio,bajo,medio_bajo,bajo,medio,bajo,bajo,70,57,30,30,85,15,85,59,68,85,59,15,No
800536,alto,medio_bajo,medio_alto,bajo,bajo,medio,medio_bajo,medio,medio,medio,alto,70,40,47,46,43,25,52,68,69,24,67,41,No
800537,bajo,alto,bajo,medio_bajo,bajo,medio_bajo,alto,bajo,bajo,bajo,alto,41,30,30,70,15,37,85,85,73,71,14,15,No
800538,medio_alto,medio_bajo,medio_alto,medio,medio,medio_bajo,medio_bajo,medio_bajo,bajo,bajo,medio_bajo,70,67,37,70,25,17,76,15,15,33,51,77,No
800539,medio_alto,medio_bajo,medio_bajo,medio_alto,medio,medio,medio_bajo,alto,medio_bajo,bajo,medio_bajo,58,34,41,57,85,85,15,47,35,15,91,15,No
800540,medio,alto,alto,medio_alto,medio,alto,bajo,bajo,medio_alto,medio_alto,alto,60,70,62,70,66,46,33,50,15,40,4,65,No
800541,medio,medio_alto,bajo,medio_alto,alto,medio_bajo,medio,alto,bajo,medio_bajo,bajo,60,62,38,46,82,50,15,15,33,48,11,64,No
800542,bajo,alto,medio,medio_alto,medio_bajo,medio,medio_bajo,bajo,medio_bajo,medio_alto,medio_alto,30,70,55,66,15,15,71,26,15,85,4,15,No
800543,bajo,medio_alto,bajo,medio_bajo,medio,bajo,medio,medio,medio,medio_alto,medio,70,43,70,62,83,15,85,75,57,15,37,23,No
800544,alto,alto,bajo,bajo,alto,medio_bajo,bajo,medio_alto,bajo,alto,medio_alto,30,70,30,68,35,15,85,17,16,15,100,34,No
800545,medio,alto,medio_bajo,bajo,medio_alto,medio_alto,bajo,alto,medio,medio_bajo,medio_bajo,70,30,70,30,15,85,53,41,65,25,7,70,No
800546,alto,alto,medio_alto,alto,medio,medio_bajo,bajo,alto,medio,medio_bajo,medio_alto,70,70,45,70,57,85,46,60,85,50,23,54,No
800547,bajo,medio_alto,medio_alto,medio_bajo,medio,alto,medio_alto,medio_alto,medio_bajo,alto,alto,70,36,41,70,74,61,78,85,17,61,57,69,No
800548,medio_bajo,medio_alto,bajo,medio,medio_bajo,medio_bajo,medio_bajo,bajo,bajo,alto,bajo,30,30,30,45,31,78,78,44,30,42,14,69,No
800549,medio_alto,bajo,alto,medio,medio_bajo,bajo,medio_bajo,alto,bajo,medio_bajo,medio_alto,30,70,70,30,69,38,48,30,85,76,33,26,No
800550,bajo,medio_alto,medio_bajo,alto,bajo,alto,medio_bajo,medio_alto,medio_alto,medio,alto,70,38,52,30,62,49,85,85,79,85,18,79,No
800551,medio_alto,bajo,bajo,alto,bajo,medio,bajo,medio_alto,alto,medio_alto,bajo,33,51,52,70,42,59,71,46,85,15,1,59,No
800552,medio,bajo,medio_alto,medio,medio_bajo,medio_bajo,medio_alto,alto,bajo,alto,bajo,70,70,70,70,76,85,81,76,45,62,13,54,No
800553,medio,alto,alto,medio_alto,alto,medio,bajo,bajo,medio_alto,bajo,medio_bajo,34,30,30,30,85,15,15,39,24,42,35,74,No
800554,medio_alto,medio,medio_alto,medio_bajo,medio_alto,bajo,medio_alto,medio,alto,medio_alto,medio_alto,70,70,30,48,47,15,37,79,20,18,73,62,No
800555,medio,alto,alto,alto,bajo,medio_alto,bajo,alto,medio,medio_alto,medio_bajo,51,54,30,70,66,85,49,85,85,22,1,33,No
800556,medio_alto,medio_alto,medio,alto,medio_bajo,bajo,medio_alto,medio_bajo,medio_bajo,medio_bajo,bajo,38,63,64,54,41,15,33,30,85,72,69,49,No
800557,medio_alto,alto,medio_alto,medio_bajo,medio,medio,bajo,medio_bajo,medio_bajo,medio,medio_bajo,70,60,48,30,60,63,15,51,85,62,26,82,No
800558,medio_bajo,medio,medio_bajo,medio,alto,alto,medio_bajo,medio_alto,alto,medio_bajo,medio,40,33,30,70,15,66,85,34,38,25,54,30,No
800559,medio,medio_bajo,medio,bajo,medio_alto,medio_alto,medio_alto,medio_bajo,alto,medio,bajo,43,40,30,30,35,41,15,55,49,85,25,15,No
800560,medio_alto,alto,medio_bajo,medio_bajo,medio_bajo,medio_bajo,bajo,medio_alto,bajo,medio_alto,bajo,30,70,70,30,39,29,32,66,15,39,24,49,No
800561,medio_alto,medio,bajo,medio,alto,medio_bajo,medio,alto,medio_alto,bajo,medio_bajo,30,30,41,47,15,22,76,73,24,15,63,22,No
800562,alto,bajo,medio_alto,bajo,medio,bajo,medio_bajo,medio_bajo,medio_bajo,alto,medio,70,61,69,37,70,67,75,85,62,47,49,15,No
800563,bajo,medio,bajo,medio,medio_bajo,medio_bajo,medio_alto,medio,alto,medio_bajo,medio_alto,70,60,70,30,85,85,21,54,50,85,29,42,No
800564,bajo,medio,bajo,bajo,bajo,bajo,medio,medio_alto,medio,alto,medio,30,70,30,69,25,49,85,20,15,79,64,59,No
800565,alto,medio,medio_alto,bajo,medio,medio_bajo,medio,medio_alto,alto,alto,medio,70,37,70,70,77,15,50,85,68,85,64,23,No
800566,alto,medio_bajo,medio,medio,medio,medio_bajo,medio,bajo,bajo,bajo,medio_bajo,53,30,70,48,18,15,29,17,75,36,94,39,No
800567,alto,medio_alto,medio_alto,medio_bajo,bajo,medio,bajo,medio_bajo,bajo,alto,medio_bajo,30,70,70,46,85,85,54,85,85,85,95,63,No
800568,bajo,alto,medio_bajo,alto,bajo,medio_bajo,medio_alto,medio,medio_alto,bajo,bajo,64,30,30,30,68,15,85,15,49,38,2,23,No
800569,medio_bajo,medio,medio_bajo,medio_bajo,medio,medio_alto,medio,medio_bajo,medio,bajo,alto,30,66,44,63,15,31,85,30,15,15,34,60,No
800570,bajo,alto,medio_bajo,medio_bajo,medio,medio,medio,bajo,bajo,medio_alto,alto,59,30,30,70,15,50,25,48,74,15,34,59,No
800571,bajo,medio_alto,medio_alto,medio_bajo,alto,bajo,medio,bajo,medio_alto,alto,medio_alto,30,36,30,66,67,73,20,24,85,30,8,15,No
800572,medio,bajo,medio,bajo,medio_alto,medio,bajo,bajo,medio,medio,alto,70,70,30,70,38,42,15,48,47,26,53,15,No
800573,alto,medio_bajo,bajo,medio_bajo,alto,alto,medio_alto,medio_alto,medio,medio_bajo,medio,51,34,30,61,79,15,39,33,26,39,49,85,Yes
800574,medio_alto,medio_alto,alto,bajo,medio_bajo,alto,bajo,alto,medio_bajo,bajo,alto,70,70,43,55,34,85,58,24,56,50,12,32,No
800575,alto,medio_alto,bajo,bajo,medio,alto,medio,medio_bajo,medio_alto,alto,alto,35,70,70,55,24,85,15,20,70,85,42,52,No
800576,medio_bajo,medio_bajo,bajo,medio,medio_alto,alto,medio_bajo,medio_bajo,medio_bajo,medio_bajo,medio_bajo,30,70,54,44,24,64,85,83,44,78,3,15,No
800577,medio,medio_bajo,medio,medio,medio_alto,alto,medio_alto,medio,bajo,medio_bajo,bajo,47,70,46,36,62,84,17,70,15,39,84,21,No
800578,alto,medio_alto,medio,medio_bajo,medio_bajo,bajo,medio_alto,medio_bajo,medio_bajo,medio_bajo,medio_bajo,70,30,59,56,75,35,60,24,70,58,64,31,No
800579,alto,bajo,medio,medio_alto,alto,alto,bajo,medio_bajo,alto,medio_bajo,medio,55,70,30,63,85,26,33,34,85,61,81,85,No
800580,medio_bajo,medio_alto,medio,medio_bajo,bajo,alto,medio_bajo,bajo,alto,bajo,medio,70,30,70,70,40,56,15,20,76,15,46,16,No
800581,alto,medio_alto,alto,medio_bajo,medio,bajo,medio_alto,bajo,alto,bajo,medio_bajo,49,30,56,42,15,15,50,72,85,16,19,15,No
800582,medio,bajo,bajo,medio_bajo,bajo,medio_bajo,bajo,alto,medio_bajo,bajo,alto,30,52,62,70,50,59,19,56,30,19,67,70,No
800583,medio_alto,alto,bajo,bajo,medio,medio_alto,alto,bajo,medio_bajo,alto,medio_bajo,70,30,70,57,45,23,55,15,40,15,29,15,No
800584,medio,medio_alto,medio_alto,bajo,alto,medio_alto,bajo,medio_bajo,bajo,bajo,medio_bajo,51,70,69,41,53,79,82,19,40,42,74,70,No
800585,bajo,bajo,alto,medio_bajo,medio_bajo,medio_bajo,medio,bajo,medio_bajo,bajo,medio,30,56,57,32,15,15,31,54,39,29,50,39,No
800586,medio_alto,medio_alto,medio_bajo,alto,bajo,alto,bajo,medio,alto,medio_bajo,medio,39,70,58,70,30,83,15,85,26,67,12,15,No
800587,medio_bajo,medio,bajo,medio_alto,bajo,medio,medio,medio,bajo,medio_bajo,medio,56,70,30,66,52,47,70,15,85,18,58,68,No
800588,alto,medio_alto,medio,alto,medio_bajo,medio_alto,medio_alto,bajo,medio,bajo,medio_alto,62,31,60,70,66,55,54,18,15,70,72,15,No
800589,alto,alto,medio_bajo,alto,bajo,medio_alto,medio,alto,medio,medio_alto,alto,30,70,49,70,85,24,85,37,73,42,83,26,No
800590,medio_bajo,medio_alto,medio_alto,medio,alto,medio,medio,medio,bajo,bajo,medio_bajo,70,30,63,30,72,48,59,15,85,21,91,15,No
800591,medio_alto,bajo,bajo,medio,medio,bajo,medio_alto,medio,medio,medio,bajo,70,70,70,49,78,25,85,22,33,38,60,17,No
800592,bajo,medio,medio_alto,medio_bajo,alto,medio,alto,medio,medio,alto,medio,70,55,46,70,15,39,61,85,81,43,14,47,No
800593,bajo,bajo,medio_bajo,medio,medio_bajo,medio,alto,medio,medio,medio_alto,medio,49,58,30,30,21,15,85,45,63,15,8,81,No
800594,medio,medio,alto,medio_bajo,medio,alto,bajo,medio,medio_bajo,medio_bajo,medio_bajo,70,70,51,37,15,20,42,85,70,78,85,53,No
800595,medio,alto,medio_bajo,alto,medio,medio,bajo,alto,medio_alto,medio_bajo,medio,70,56,63,47,83,56,85,15,32,50,45,85,No
800596,medio_alto,medio_bajo,bajo,medio_bajo,alto,alto,medio,medio,medio,medio_bajo,medio_alto,70,57,70,70,83,83,76,15,52,67,54,85,No
800597,medio_alto,medio_alto,bajo,medio,medio,medio_bajo,medio_bajo,medio_bajo,medio_alto,bajo,medio_alto,62,39,46,30,45,16,17,20,42,41,99,15,No
800598,bajo,bajo,medio_alto,bajo,alto,medio_alto,medio,medio_bajo,medio_alto,bajo,bajo,70,38,70,50,20,32,15,65,68,75,51,15,No
800599,medio_bajo,medio,bajo,medio_alto,bajo,medio_alto,medio_bajo,bajo,medio_alto,bajo,medio,51,63,70,70,15,85,29,15,15,62,74,15,No
800600,alto,medio,medio,alto,alto,medio_alto,bajo,bajo,medio,medio_bajo,medio,56,60,70,30,51,21,46,25,85,85,51,78,No
800601,medio,alto,medio_alto,medio_alto,alto,alto,medio,medio,medio_bajo,medio_bajo,medio_bajo,50,70,51,62,85,30,39,45,37,57,75,81,No
800602,bajo,bajo,medio_bajo,medio,bajo,bajo,medio_bajo,bajo,medio,medio,medio_bajo,66,31,31,70,55,67,59,82,34,29,80,17,No
800603,medio_bajo,bajo,medio,alto,medio,medio_bajo,bajo,alto,medio,medio,medio_bajo,30,58,63,61,49,55,65,27,31,49,16,64,No
800604,bajo,bajo,bajo,medio_bajo,medio,medio,bajo,bajo,medio_alto,medio_bajo,alto,31,30,61,42,41,85,85,85,15,61,92,51,No
800605,medio,medio_alto,medio_alto,medio_alto,medio,medio_bajo,bajo,bajo,medio_bajo,bajo,alto,70,30,70,70,25,84,63,15,85,15,66,28,No
800606,medio_alto,bajo,medio_bajo,medio_bajo,alto,alto,medio_bajo,medio,medio,alto,bajo,68,70,30,68,76,52,77,85,34,15,16,83,No
800607,bajo,alto,medio,medio_bajo,medio_alto,bajo,medio_alto,medio,medio,alto,alto,30,45,30,60,23,49,38,31,15,45,59,85,No
800608,medio_alto,alto,medio,medio_bajo,medio_alto,alto,medio_bajo,bajo,bajo,medio_alto,medio_bajo,30,46,30,47,41,59,25,85,79,22,83,15,No
800609,medio_alto,bajo,medio_alto,medio,medio,bajo,bajo,alto,medio_alto,bajo,medio,58,70,70,30,26,47,74,42,30,16,50,53,No
800610,medio,medio,bajo,medio_bajo,alto,alto,bajo,medio_alto,bajo,alto,medio_alto,57,30,70,38,15,15,85,30,85,15,62,78,No
800611,medio,medio,bajo,bajo,bajo,medio,medio_alto,medio_bajo,alto,bajo,medio,70,30,70,30,79,46,79,15,19,38,93,16,No
800612,alto,alto,medio,medio_bajo,alto,bajo,medio_bajo,bajo,medio,medio_alto,medio,53,30,30,30,74,84,15,84,15,41,41,35,No
800613,bajo,bajo,medio,alto,medio_alto,medio_bajo,medio_bajo,medio_bajo,bajo,alto,medio_bajo,32,70,70,70,81,17,15,15,31,33,81,50,No
800614,medio,bajo,medio_alto,alto,bajo,medio_alto,medio_bajo,medio_bajo,bajo,alto,medio,40,30,70,70,15,85,85,60,83,38,3,53,No
800615,bajo,medio,medio_bajo,medio_bajo,bajo,medio_alto,medio_alto,medio_bajo,alto,medio,medio_bajo,30,30,30,30,63,15,40,85,73,60,79,85,No
800616,bajo,medio_bajo,bajo,medio_alto,medio_alto,medio,bajo,bajo,alto,alto,medio_alto,62,51,70,67,60,28,49,61,61,74,60,21,No
800617,bajo,alto,medio_bajo,alto,alto,medio_alto,medio_bajo,alto,medio,bajo,medio_bajo,30,39,30,30,55,15,84,42,15,15,73,38,Yes
800618,medio,medio,bajo,medio_alto,medio_bajo,alto,medio_alto,bajo,medio_bajo,medio_alto,medio,30,70,30,30,15,85,58,58,36,61,12,47,No
800619,medio_bajo,medio_alto,bajo,medio,medio_bajo,bajo,medio_alto,alto,medio,medio,medio,55,49,66,46,60,47,85,57,74,66,54,50,No
800620,medio,medio_alto,medio_bajo,medio,bajo,bajo,bajo,medio,medio,alto,bajo,30,30,70,70,78,45,85,47,31,63,14,15,No
800621,medio,bajo,alto,medio_bajo,medio_alto,alto,alto,medio_bajo,bajo,medio_bajo,medio,30,64,52,30,43,85,50,23,65,85,90,37,No
800622,medio_bajo,alto,medio_bajo,alto,medio_alto,medio_bajo,medio,bajo,alto,alto,medio_bajo,52,65,70,30,20,15,59,83,63,85,57,47,No
800623,bajo,bajo,medio_bajo,medio,alto,alto,medio_bajo,alto,bajo,bajo,medio_alto,52,58,57,70,30,56,85,80,65,18,54,33,No
800624,medio,medio_alto,alto,medio_alto,bajo,medio_alto,medio,medio_alto,alto,alto,medio,70,70,37,30,85,85,77,35,62,50,100,15,Yes
800625,bajo,medio,bajo,alto,medio_alto,medio_alto,medio_alto,medio,bajo,alto,medio_bajo,57,70,70,50,15,56,22,47,85,46,89,42,No
800626,medio_bajo,medio_alto,medio_bajo,medio,medio_bajo,medio,medio_alto,medio_alto,bajo,bajo,medio_alto,70,33,57,30,20,84,35,46,80,38,45,35,No
800627,medio,medio,bajo,bajo,medio,medio_alto,medio,medio_bajo,medio_bajo,medio_alto,medio_bajo,30,63,70,34,21,75,40,85,29,82,63,50,No
800628,medio_alto,medio_alto,medio_alto,medio,medio,bajo,medio_alto,medio_bajo,bajo,medio_bajo,medio_bajo,30,43,70,30,46,85,66,50,54,37,61,23,No
800629,medio_bajo,bajo,medio,alto,medio_alto,bajo,bajo,medio,medio_alto,medio_bajo,medio,60,70,47,58,75,85,33,43,66,47,28,85,No
800630,bajo,bajo,bajo,alto,medio_alto,medio_bajo,alto,medio,bajo,bajo,medio_alto,68,70,58,30,85,41,78,30,74,15,8,15,No
800631,medio_bajo,bajo,medio,medio,medio,medio_bajo,medio,alto,medio,medio,bajo,70,61,32,62,15,43,69,47,82,35,28,21,No
800632,medio,alto,alto,medio,bajo,bajo,medio_bajo,medio_alto,medio,medio,bajo,70,70,70,70,46,85,85,35,46,36,60,85,No
800633,medio,bajo,alto,medio,alto,bajo,medio_alto,medio,alto,medio_bajo,alto,70,44,30,64,27,69,15,15,15,15,66,73,No
800634,medio,bajo,bajo,medio_bajo,medio,bajo,alto,alto,medio_bajo,medio_bajo,alto,65,30,70,51,85,15,15,84,27,15,35,38,No
800635,alto,medio,bajo,alto,bajo,medio_alto,alto,medio,medio_alto,medio,medio_alto,30,30,32,70,85,38,15,68,49,85,20,48,No
800636,medio_bajo,alto,alto,bajo,bajo,medio_alto,medio_bajo,medio_bajo,medio_alto,medio_alto,medio_alto,35,33,70,30,85,15,15,15,39,72,54,42,No
800637,medio,medio_bajo,alto,alto,bajo,medio,alto,bajo,medio_alto,medio,medio,50,70,65,68,59,59,74,15,85,21,77,85,No
800638,medio_alto,alto,medio_bajo,alto,medio_bajo,medio,medio_alto,alto,alto,alto,medio_alto,70,30,70,70,67,34,25,40,68,79,23,15,No
800639,medio_alto,medio_bajo,medio,medio,medio,medio,medio_bajo,bajo,medio,medio_bajo,medio,45,70,30,42,75,30,37,32,72,48,30,68,No
800640,medio_bajo,medio_bajo,medio_alto,bajo,bajo,alto,medio_bajo,medio_alto,alto,medio_bajo,medio,32,70,30,30,38,31,38,69,28,83,26,65,No
800641,medio,bajo,medio_bajo,alto,alto,medio_bajo,alto,medio,bajo,medio,alto,70,68,30,70,15,75,18,42,85,84,83,40,No
800642,alto,alto,medio,medio_alto,medio_bajo,medio_bajo,medio,bajo,medio_alto,bajo,alto,41,43,50,30,31,29,15,34,83,76,86,71,No
800643,medio_alto,alto,medio_bajo,medio,medio,medio,medio,medio,medio,medio_alto,medio_alto,65,30,30,30,53,39,15,85,21,22,6,31,No
800644,alto,alto,medio_alto,alto,medio,bajo,medio,medio_bajo,medio,alto,medio_bajo,67,70,69,45,75,40,15,19,79,73,29,85,No
800645,medio_bajo,alto,medio_bajo,medio_bajo,medio_alto,medio_alto,medio_alto,medio_bajo,bajo,medio,bajo,30,70,59,37,16,20,15,39,48,15,9,41,No
800646,medio_alto,medio_bajo,medio_bajo,medio_alto,medio_bajo,alto,alto,medio,bajo,medio,medio,70,70,32,30,38,15,68,24,58,60,28,15,No
